"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","DATABASE"
"GO:0009451","GO:0009451","RNA modification","39/1700","127/15986",4.82791629623755e-10,4.82791629623755e-10,3.48476284914189e-07,"AARS2/ALKBH1/ALKBH8/BAG4/BCDIN3D/BUD23/CMTR1/CMTR2/FTO/FTSJ3/LCMT2/MEPCE/METTL1/METTL14/METTL2A/METTL2B/MOCS3/MRM2/MTERF4/MTFMT/MTO1/NSUN4/OSGEPL1/PARN/PUS7L/QTRT2/RPUSD1/RPUSD2/TFB2M/TGS1/THUMPD1/TRMO/TRMT1L/TRMT2B/TRMT5/TRUB1/TRUB2/TYW5/YRDC",39,"GO"
"GO:0010498","GO:0010498","proteasomal protein catabolic process","85/1700","405/15986",4.94285437793405e-10,4.94285437793405e-10,3.48476284914189e-07,"ABTB2/AMFR/ANAPC4/APC/ARIH2/BAG5/BBS7/BTBD1/BTBD9/BTRC/BUB3/C18orf25/CCAR2/CCDC47/CDC23/CLEC16A/DERL1/DNAAF4/DNAJC10/ERLEC1/ERLIN2/FAF1/FAF2/FBXL18/FBXL3/FBXO22/FBXO45/FOXRED2/GBA/JKAMP/KBTBD4/KCTD5/KLHL15/KLHL20/LAMP3/NPLOC4/NSFL1C/NUB1/PINK1/PSEN1/PSMC2/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSME3/PSMF1/RNF103/RNF11/RNF115/RNF121/RNF139/RNF14/RNF185/RNF216/RNF4/RNF41/RNF6/SCO1/SENP1/SIRT1/SKP1/SOCS4/SOCS6/SPOP/SVIP/TMEM129/TMTC3/TOPORS/UBE2A/UBE2G2/UBE2K/UBE2W/UBE4A/UBQLN2/UBXN2A/UBXN2B/UCHL1/UCHL5/UFD1/USP14/USP19/WFS1/WWTR1",85,"GO"
"GO:0008033","GO:0008033","tRNA processing","36/1700","112/15986",5.47311245402758e-10,5.47311245402758e-10,3.48476284914189e-07,"AARS2/ADAT1/ALKBH1/ALKBH8/CLP1/DDX1/ELAC1/FARS2/KIAA0391/LAGE3/LCMT2/METTL1/METTL2A/METTL2B/MOCS3/MTFMT/MTO1/OSGEPL1/POP4/POP5/PUS7L/QTRT2/RPP40/RTCB/THUMPD1/TRMO/TRMT12/TRMT1L/TRMT2B/TRMT5/TRNT1/TRUB1/TRUB2/TYW1/TYW5/YRDC",36,"GO"
"GO:0006399","GO:0006399","tRNA metabolic process","47/1700","171/15986",5.5263877174795e-10,5.5263877174795e-10,3.48476284914189e-07,"AARS2/ADAT1/AIMP2/ALKBH1/ALKBH8/CLP1/DDX1/ELAC1/FARS2/FARSA/FDXACB1/GATC/GTF3C4/HARS/KIAA0391/LAGE3/LARS2/LCMT2/MARS2/METTL1/METTL2A/METTL2B/MOCS3/MTFMT/MTO1/NARS/OSGEPL1/POP4/POP5/PSTK/PUS7L/QRSL1/QTRT2/RPP40/RTCB/THUMPD1/TRMO/TRMT12/TRMT1L/TRMT2B/TRMT5/TRNT1/TRUB1/TRUB2/TYW1/TYW5/YRDC",47,"GO"
"GO:0007033","GO:0007033","vacuole organization","45/1700","160/15986",5.69675148493835e-10,5.69675148493835e-10,3.48476284914189e-07,"ABCA1/ACP2/AKTIP/AMBRA1/ATG16L1/ATG2B/ATG3/ATG4A/ATG4C/ATP6V0C/BECN1/CHMP5/CLEC16A/CLN5/CLN8/FYCO1/GBA/GNPTAB/LAMP2/MAP1LC3B/MBTPS1/MCOLN1/MFN2/PIK3C3/PINK1/PIP4K2A/PSEN1/RAB7A/SH3GLB1/SMCR8/SNAP29/SNAPIN/STX12/STX17/TBC1D14/TMEM106B/TMEM165/TMEM175/UBQLN2/VPS18/VPS33A/VPS39/VPS41/VPS4B/WIPI2",45,"GO"
"GO:0016241","GO:0016241","regulation of macroautophagy","39/1700","132/15986",1.68488777577412e-09,1.68488777577412e-09,9.16145411646068e-07,"ATP6V0C/ATP6V0D1/ATP6V0E2/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/BECN1/CASP3/CDK5/CLEC16A/EPM2A/EXOC8/FYCO1/GBA/HTRA2/HTT/IKBKG/MAPK8/MFN2/PINK1/PIP4K2A/POLDIP2/RIPK2/RNF41/SCOC/SESN2/SH3GLB1/SIRT1/SMCR8/SPTLC1/TBC1D14/TBK1/TIGAR/UBQLN2/UCHL1/VPS26A/VPS26B",39,"GO"
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","61/1700","263/15986",2.78358686049129e-09,2.78358686049129e-09,1.36219950678148e-06,"AMFR/ASNA1/ATF6/ATP6V0D1/BAK1/CCDC47/CHAC1/CREB3/DERL1/DNAJB12/DNAJC10/DNAJC3/EIF2S1/ERLEC1/ERLIN2/EXTL3/FAF2/FAM129A/FOXRED2/GOSR2/JKAMP/MBTPS1/MBTPS2/NPLOC4/PIK3R2/PPP1R15B/PSMC2/RHBDD1/RNF103/RNF121/RNF139/RNF185/SCAMP5/SEC62/SEC63/SERINC3/SESN2/SIRT1/SPOP/SRPRA/SRPRB/SSR1/SVIP/TATDN2/TMCO1/TMEM129/TMEM33/TMTC3/TMX1/TMX3/TMX4/TOR1A/TXNDC5/UBE2G2/UBE2K/UBE4A/UBQLN2/UFD1/USP14/USP19/WFS1",61,"GO"
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","77/1700","376/15986",1.01758755425941e-08,1.01758755425941e-08,4.52704740646126e-06,"ABTB2/AMFR/ANAPC4/APC/ARIH2/BAG5/BBS7/BTBD1/BTBD9/BTRC/BUB3/C18orf25/CCAR2/CCDC47/CDC23/CLEC16A/DERL1/DNAJC10/ERLEC1/ERLIN2/FAF1/FAF2/FBXL18/FBXL3/FBXO22/FBXO45/FOXRED2/GBA/JKAMP/KBTBD4/KCTD5/KLHL15/KLHL20/NPLOC4/NSFL1C/NUB1/PSEN1/PSMC2/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSME3/PSMF1/RNF103/RNF11/RNF115/RNF121/RNF139/RNF14/RNF185/RNF216/RNF4/RNF6/SENP1/SIRT1/SKP1/SOCS4/SPOP/SVIP/TMEM129/TOPORS/UBE2A/UBE2G2/UBE2K/UBE2W/UBE4A/UBQLN2/UBXN2A/UBXN2B/UCHL1/UFD1/USP14/USP19/WFS1/WWTR1",77,"GO"
"GO:0016197","GO:0016197","endosomal transport","58/1700","257/15986",1.95523899835585e-08,1.95523899835585e-08,7.92179667828793e-06,"ABCA1/AKTIP/ANKFY1/AP1AR/AP1G1/AP5B1/AP5S1/ARHGAP44/BECN1/CHMP5/CHMP7/CLN5/FAM109A/GOSR1/GOSR2/KLHL20/LEPROT/M6PR/MYO1D/PIK3C3/RAB10/RAB21/RAB29/RAB35/RAB5C/RAB7A/RAB9B/RGP1/SCYL2/SNAPIN/SNF8/SNX1/SNX17/SORT1/SQSTM1/STAM/SYS1/TBC1D14/TGFBRAP1/TRAPPC10/VAMP7/VPS18/VPS26A/VPS26B/VPS33A/VPS37A/VPS39/VPS41/VPS4B/VPS50/VPS53/VTA1/WASHC2A/WASHC2C/WASHC4/WASHC5/YKT6/ZFYVE16",58,"GO"
"GO:0007034","GO:0007034","vacuolar transport","32/1700","105/15986",2.10441361533353e-08,2.10441361533353e-08,7.92179667828793e-06,"AKTIP/ANKFY1/AP1G1/AP3M1/BECN1/CHMP5/CHMP7/GNPTAB/GOSR2/HGSNAT/HSPA8/LAMP1/LAMP2/LEPROT/M6PR/NDFIP1/PINK1/RAB7A/SCYL2/SNAPIN/SNF8/SORT1/TGFBRAP1/TMEM106B/VAMP7/VPS18/VPS33A/VPS39/VPS41/VPS4B/VPS53/ZFYVE16",32,"GO"
"GO:0001510","GO:0001510","RNA methylation","22/1700","61/15986",1.23431297949103e-07,1.23431297949103e-07,4.31452709898781e-05,"ALKBH8/BCDIN3D/BUD23/CMTR1/CMTR2/FTSJ3/LCMT2/MEPCE/METTL1/METTL14/METTL2A/METTL2B/MRM2/MTERF4/MTO1/NSUN4/TFB2M/TGS1/TRMO/TRMT1L/TRMT2B/TRMT5",22,"GO"
"GO:0007041","GO:0007041","lysosomal transport","26/1700","82/15986",1.81463055184411e-07,1.81463055184411e-07,5.92015258633211e-05,"AKTIP/ANKFY1/AP1G1/AP3M1/CHMP5/GNPTAB/HGSNAT/HSPA8/LAMP1/LAMP2/M6PR/PINK1/RAB7A/SCYL2/SNAPIN/SORT1/TGFBRAP1/TMEM106B/VAMP7/VPS18/VPS33A/VPS39/VPS41/VPS4B/VPS53/ZFYVE16",26,"GO"
"GO:0048193","GO:0048193","Golgi vesicle transport","66/1700","329/15986",2.54760205904144e-07,2.54760205904144e-07,7.79197498189714e-05,"ANKFY1/AP1AR/AP1G1/ARF3/ARFGEF2/BBS2/BCAP29/BLZF1/CCDC91/CCDC93/CNIH1/COG5/DCTN4/DCTN5/DYNC1I1/DYNC1LI1/DYNC1LI2/ERGIC2/EXOC5/GCC1/GOLGA1/GOPC/GOSR1/GOSR2/HTT/KIF2A/KIF3A/KIF3B/KIFAP3/KLHL12/KLHL20/LAMP1/LMAN2L/MPPE1/NAPG/NRBP1/NSF/PPP6C/RAB10/RABIF/RNF139/SCAMP2/SCAMP3/SEC22A/SEC22C/SNX1/SORT1/SPAST/STX17/SYS1/TBC1D14/TBC1D20/TEX261/TMED2/TMED7/TMEM115/TRAPPC10/TRAPPC3/TRAPPC4/TRAPPC6B/TRIP11/USO1/VAMP7/YIPF5/YKT6/ZW10",66,"GO"
"GO:0036503","GO:0036503","ERAD pathway","27/1700","90/15986",3.74015171570445e-07,3.74015171570445e-07,0.000107665419977151,"AMFR/CCDC47/DERL1/DNAJB12/DNAJC10/ERLEC1/ERLIN2/FAF2/FOXRED2/JKAMP/NPLOC4/PSMC2/RHBDD1/RNF103/RNF121/RNF139/RNF185/SVIP/TMEM129/TOR1A/UBE2G2/UBE4A/UBQLN2/UFD1/USP14/USP19/WFS1",27,"GO"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","81/1700","441/15986",5.72737948763924e-07,5.72737948763924e-07,0.000155711036479736,"AAR2/ABCE1/BMS1/BUD23/CD2BP2/CDC73/CLP1/CNOT7/DCAF13/DDX1/DDX27/DDX3X/DDX52/DDX6/DENR/DHX37/DIEXF/EDC3/EFL1/EIF3A/EIF5/FASTKD2/FCF1/FTSJ3/G3BP2/GNL3L/GTPBP10/GTPBP4/HEATR1/HSP90AA1/ISG20L2/ISY1/KRR1/MAK16/MALSU1/MPHOSPH6/MRM2/MRPS11/MTERF4/MTG2/NIP7/NOM1/NSUN4/NUFIP1/OGFOD1/POLR2D/POP4/PRPF18/RPF1/RPL7L1/RPP40/RRN3/RRP15/RRP1B/SAMD15/SDAD1/SF3A1/SF3A3/SHQ1/SIRT1/SRFBP1/SRPK2/TEX10/TFB2M/TGS1/THUMPD1/TSR1/TXNL4B/URB2/UTP14A/UTP14C/UTP15/UTP20/UTP23/UTP3/WBP11/WDR36/WDR37/WDR75/XRN2/ZNHIT6",81,"GO"
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","23/1700","73/15986",1.03902447037608e-06,1.03902447037608e-06,0.000267613560264731,"AMFR/CCDC47/DERL1/DNAJC10/ERLEC1/ERLIN2/FAF2/FOXRED2/JKAMP/NPLOC4/PSMC2/RNF103/RNF121/RNF139/RNF185/SVIP/TMEM129/UBE2G2/UBE4A/UBQLN2/USP14/USP19/WFS1",23,"GO"
"GO:0010506","GO:0010506","regulation of autophagy","55/1700","271/15986",1.71718972581293e-06,1.71718972581293e-06,0.000420169212384438,"AMBRA1/ATP6V0C/ATP6V0D1/ATP6V0E2/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/BECN1/BMF/CAMKK2/CASP3/CDK5/CISD2/CLEC16A/CTSA/EPM2A/EXOC8/FLCN/FYCO1/GBA/HTRA2/HTT/IKBKG/LAMP3/MAPK8/MFN2/MTDH/MUL1/PIK3R2/PINK1/PIP4K2A/POLDIP2/RIPK2/RNF41/RPTOR/RRAGA/SCOC/SESN2/SH3GLB1/SIRT1/SMCR8/SPTLC1/SVIP/TBC1D14/TBK1/TIGAR/UBQLN2/UCHL1/VPS26A/VPS26B/WBP11/WDR24/WDR75",55,"GO"
"GO:0016239","GO:0016239","positive regulation of macroautophagy","18/1700","55/15986",8.40035456468479e-06,8.40035456468479e-06,0.00195755630933432,"BECN1/CLEC16A/EPM2A/FYCO1/HTRA2/HTT/IKBKG/MFN2/PINK1/PIP4K2A/RIPK2/SCOC/SESN2/SH3GLB1/SIRT1/SMCR8/SPTLC1/TBK1",18,"GO"
"GO:0035966","GO:0035966","response to topologically incorrect protein","40/1700","186/15986",1.03900427705381e-05,1.03900427705381e-05,0.00231116310240343,"AMFR/ASNA1/ATF6/ATP6V0D1/BAK1/CHAC1/CREB3/DERL1/DNAJA1/DNAJB1/DNAJB12/DNAJC3/EIF2S1/EXTL3/FAF2/GOSR2/HSP90AA1/HSPA8/JKAMP/KLHL15/MBTPS1/MBTPS2/MFN2/PPP1R15B/RHBDD1/RNF121/RNF185/SEC62/SEC63/SRPRA/SRPRB/SSR1/TATDN2/TMEM129/TMEM33/TOR1A/TOR1B/UBE2W/UFD1/WFS1",40,"GO"
"GO:0042254","GO:0042254","ribosome biogenesis","58/1700","311/15986",1.41001933816549e-05,1.41001933816549e-05,0.00300008233552923,"ABCE1/BMS1/BUD23/DCAF13/DDX27/DDX3X/DDX52/DHX37/DIEXF/EFL1/FASTKD2/FCF1/FTSJ3/GNL3L/GTPBP10/GTPBP4/HEATR1/ISG20L2/KRR1/MAK16/MALSU1/MPHOSPH6/MRM2/MRPS11/MTERF4/MTG2/NIP7/NOM1/NSUN4/POP4/RPF1/RPL7L1/RPP40/RRN3/RRP15/RRP1B/SAMD15/SDAD1/SHQ1/SIRT1/SRFBP1/TEX10/TFB2M/THUMPD1/TSR1/URB2/UTP14A/UTP14C/UTP15/UTP20/UTP23/UTP3/WBP11/WDR36/WDR37/WDR75/XRN2/ZNHIT6",58,"GO"
"GO:1905037","GO:1905037","autophagosome organization","21/1700","73/15986",1.4880402655398e-05,1.4880402655398e-05,0.00303416631337479,"AMBRA1/ATG16L1/ATG2B/ATG3/ATG4A/ATG4C/BECN1/GBA/MFN2/PIK3C3/PINK1/PIP4K2A/PSEN1/RAB7A/SH3GLB1/SMCR8/STX12/STX17/TBC1D14/UBQLN2/WIPI2",21,"GO"
